lr,batch_size,epoch,wxh-stride,acc,loss,trial_num
0.0001,32.0,10.0,15x15-10,0.9008247422680414,0.6762890426442028,4.5
0.0001,32.0,10.0,20x20-10,0.9271186440677965,0.5445604940255483,4.5
0.0001,32.0,10.0,25x25-10,0.9223684210526315,0.574688925544421,4.5
0.0001,32.0,10.0,5x60-10,0.8599164926931107,0.7512194514274597,4.5
0.0001,32.0,15.0,15x15-10,0.9647422680412371,0.2830679950769991,4.5
0.0001,32.0,15.0,20x20-10,0.9756355932203391,0.22749949723482135,4.5
0.0001,32.0,15.0,25x25-10,0.9778508771929824,0.2315979461371899,4.5
0.0001,32.0,15.0,5x60-10,0.9473903966597078,0.3154045122365157,4.5
0.0001,32.0,20.0,15x15-10,0.976701030927835,0.20492241373285652,4.5
0.0001,32.0,20.0,20x20-10,0.9838983050847456,0.12837417304515839,4.5
0.0001,32.0,20.0,25x25-10,0.9905701754385964,0.12341338711480299,4.5
0.0001,32.0,20.0,5x60-10,0.9686847599164927,0.17569374556342762,4.5
0.0001,64.0,10.0,15x15-10,0.6387628865979381,1.6746965616941452,4.5
0.0001,64.0,10.0,20x20-10,0.6661016949152543,1.668842501938343,4.5
0.0001,64.0,10.0,25x25-10,0.6350877192982457,1.7275875762104989,4.5
0.0001,64.0,10.0,5x60-10,0.6348643006263048,1.7867446929216384,4.5
0.0001,64.0,15.0,15x15-10,0.8430927835051545,0.9462999068200588,4.5
0.0001,64.0,15.0,20x20-10,0.8771186440677965,0.8970040060579777,4.5
0.0001,64.0,15.0,25x25-10,0.8725877192982455,0.9215775862336159,4.5
0.0001,64.0,15.0,5x60-10,0.8300626304801672,1.0505951002240181,4.5
0.0001,64.0,20.0,15x15-10,0.9327835051546393,0.520558487996459,4.5
0.0001,64.0,20.0,20x20-10,0.9516949152542373,0.45804080218076704,4.5
0.0001,64.0,20.0,25x25-10,0.957017543859649,0.4953220095485449,4.5
0.0001,64.0,20.0,5x60-10,0.9146137787056368,0.5780360858887434,4.5
0.0001,128.0,10.0,15x15-10,0.3505154639175258,2.442087322473526,4.5
0.0001,128.0,10.0,20x20-10,0.4048728813559322,2.406970739364624,4.5
0.0001,128.0,10.0,25x25-10,0.40394736842105256,2.3895060300827025,4.5
0.0001,128.0,10.0,5x60-10,0.4083507306889353,2.4027431130409242,4.5
0.0001,128.0,15.0,15x15-10,0.5268041237113403,2.0377316892147066,4.5
0.0001,128.0,15.0,20x20-10,0.5461864406779661,2.014040032029152,4.5
0.0001,128.0,15.0,25x25-10,0.5517543859649122,2.0210719138383864,4.5
0.0001,128.0,15.0,5x60-10,0.5417536534446763,2.0781316965818406,4.5
0.0001,128.0,20.0,15x15-10,0.7144329896907216,1.4997156023979188,4.5
0.0001,128.0,20.0,20x20-10,0.6947033898305085,1.5663623422384263,4.5
0.0001,128.0,20.0,25x25-10,0.6953947368421052,1.5614920198917388,4.5
0.0001,128.0,20.0,5x60-10,0.6670146137787056,1.7062622755765915,4.5
0.001,32.0,10.0,15x15-10,0.991958762886598,0.056454262141051,4.5
0.001,32.0,10.0,20x20-10,0.9968220338983051,0.020880713990579045,4.5
0.001,32.0,10.0,25x25-10,0.9982456140350877,0.022921630159641306,4.5
0.001,32.0,10.0,5x60-10,0.9881002087682671,0.041045666861658295,4.5
0.001,32.0,15.0,15x15-10,0.9940206185567011,0.030499312671236112,4.5
0.001,32.0,15.0,20x20-10,0.9980932203389832,0.01248947767773643,4.5
0.001,32.0,15.0,25x25-10,0.9984649122807017,0.017200383016994843,4.5
0.001,32.0,15.0,5x60-10,0.9916492693110648,0.02783877740342481,4.5
0.001,32.0,20.0,15x15-10,0.9940206185567011,0.054062581448670245,4.5
0.001,32.0,20.0,20x20-10,0.9985169491525424,0.009814178354378478,4.5
0.001,32.0,20.0,25x25-10,0.9995614035087719,0.007531733715053028,4.5
0.001,32.0,20.0,5x60-10,0.9931106471816283,0.02439858592309368,4.5
0.001,64.0,10.0,15x15-10,0.9931958762886598,0.03734116853447631,4.5
0.001,64.0,10.0,20x20-10,0.9972457627118645,0.03118324726819992,4.5
0.001,64.0,10.0,25x25-10,0.9969298245614036,0.06372993123950436,4.5
0.001,64.0,10.0,5x60-10,0.9903966597077245,0.04781145352171734,4.5
0.001,64.0,15.0,15x15-10,0.9929896907216496,0.02957960606436245,4.5
0.001,64.0,15.0,20x20-10,0.996822033898305,0.021574595221318306,4.5
0.001,64.0,15.0,25x25-10,0.9986842105263157,0.04033753963885829,4.5
0.001,64.0,15.0,5x60-10,0.9906054279749478,0.04326208484708331,4.5
0.001,64.0,20.0,15x15-10,0.9942268041237113,0.022923495594295674,4.5
0.001,64.0,20.0,20x20-10,0.9972457627118645,0.017053039831807837,4.5
0.001,64.0,20.0,25x25-10,0.9984649122807017,0.02669842118921224,4.5
0.001,64.0,20.0,5x60-10,0.9947807933194154,0.026919586674193852,4.5
0.001,128.0,10.0,15x15-10,0.9898969072164949,0.07424930511042475,4.5
0.001,128.0,10.0,20x20-10,0.9938559322033897,0.06783335274085403,4.5
0.001,128.0,10.0,25x25-10,0.9980263157894737,0.049745871871709826,4.5
0.001,128.0,10.0,5x60-10,0.9855949895615869,0.10101923206821084,4.5
0.001,128.0,15.0,15x15-10,0.9929896907216496,0.04113719994202256,4.5
0.001,128.0,15.0,20x20-10,0.995550847457627,0.0378952824510634,4.5
0.001,128.0,15.0,25x25-10,0.9989035087719298,0.02650856547988951,4.5
0.001,128.0,15.0,5x60-10,0.991858037578288,0.04716116860508919,4.5
0.001,128.0,20.0,15x15-10,0.9946391752577319,0.03131557556334883,4.5
0.001,128.0,20.0,20x20-10,0.9970338983050848,0.026755277276970447,4.5
0.001,128.0,20.0,25x25-10,0.9995614035087719,0.01711541397962719,4.5
0.001,128.0,20.0,5x60-10,0.9931106471816283,0.037375116557814184,4.5
0.01,32.0,10.0,15x15-10,0.9905154639175258,0.06533998505099134,4.5
0.01,32.0,10.0,20x20-10,0.9951271186440678,0.018613517833067212,4.5
0.01,32.0,10.0,25x25-10,0.9969298245614034,0.026792676909317376,4.5
0.01,32.0,10.0,5x60-10,0.9866388308977034,0.044808409958689774,4.5
0.01,32.0,15.0,15x15-10,0.9915463917525773,0.0433806297948081,4.5
0.01,32.0,15.0,20x20-10,0.9963983050847457,0.013315901338773983,4.5
