lr,batch_size,epoch,wxh-stride,acc,loss,trial_num
0.001,64.0,15.0,20x20-10,0.9949248120300753,0.16067980229854584,4.5
0.001,64.0,15.0,25x25-10,0.9970873786407767,0.1991792454487748,4.5
0.001,64.0,15.0,5x60-10,0.815769944341373,0.846284391482671,4.5
0.001,64.0,20.0,15x15-10,0.9974264705882352,0.062257378631167946,4.5
0.001,64.0,20.0,20x20-10,0.9973684210526317,0.0797343593918615,4.5
0.001,64.0,20.0,25x25-10,0.9974757281553399,0.09722291147336365,4.5
0.001,64.0,20.0,5x60-10,0.8901669758812616,0.5207087453868654,4.5
0.001,128.0,10.0,15x15-10,0.8237132352941176,1.2614552867412565,4.5
0.001,128.0,10.0,20x20-10,0.7496240601503759,1.496571886539459,4.5
0.001,128.0,10.0,25x25-10,0.6483495145631069,1.770330603122711,4.5
0.001,128.0,10.0,5x60-10,0.3317254174397032,2.326647324562073,4.5
0.001,128.0,15.0,15x15-10,0.9737132352941176,0.6233116245269776,4.5
0.001,128.0,15.0,20x20-10,0.9287593984962406,0.8091621196269989,4.5
0.001,128.0,15.0,25x25-10,0.8935922330097089,0.9873354876041412,4.5
0.001,128.0,15.0,5x60-10,0.4820037105751392,1.8923382687568668,4.5
0.001,128.0,20.0,15x15-10,0.9946691176470587,0.3150796210765839,4.5
0.001,128.0,20.0,20x20-10,0.9864661654135339,0.438198351264,4.5
0.001,128.0,20.0,25x25-10,0.975533980582524,0.5304650697112083,4.5
0.001,128.0,20.0,5x60-10,0.6487940630797774,1.4792835545539853,4.5
0.01,32.0,10.0,15x15-10,0.9990808823529411,0.003419008462087196,4.5
0.01,32.0,10.0,20x20-10,1.0,0.0016324493294472202,4.5
0.01,32.0,10.0,25x25-10,0.9996116504854369,0.0025597812605316424,4.5
0.01,32.0,10.0,5x60-10,0.8846011131725418,0.31743003524401614,4.5
0.01,32.0,15.0,15x15-10,1.0,0.0011776096122476328,4.5
0.01,32.0,15.0,20x20-10,1.0,0.001079858935554512,4.5
0.01,32.0,15.0,25x25-10,1.0,0.0010137970193789124,4.5
0.01,32.0,15.0,5x60-10,0.933395176252319,0.18790434291038444,4.5
0.01,32.0,20.0,15x15-10,1.0,0.0009068337135592148,4.5
0.01,32.0,20.0,20x20-10,1.0,0.0007144936059108551,4.5
0.01,32.0,20.0,25x25-10,1.0,0.0007309857787838744,4.5
0.01,32.0,20.0,5x60-10,0.9473098330241188,0.13693349392646376,4.5
0.01,64.0,10.0,15x15-10,0.9992647058823529,0.004626529311968221,4.5
0.01,64.0,10.0,20x20-10,0.9998120300751878,0.004605447419453412,4.5
0.01,64.0,10.0,25x25-10,0.9998058252427185,0.005113749308252914,4.5
0.01,64.0,10.0,5x60-10,0.8781076066790352,0.3384781721565458,4.5
0.01,64.0,15.0,15x15-10,0.9998161764705882,0.0030891099724815125,4.5
0.01,64.0,15.0,20x20-10,1.0,0.002625507391834011,4.5
0.01,64.0,15.0,25x25-10,1.0,0.0028326092559533816,4.5
0.01,64.0,15.0,5x60-10,0.9165120593692023,0.23697830480006007,4.5
