,acc,batch_size,epoch,loss,lr,trial_num,wxh-stride
0,0.08823529411764706,32.0,10.0,2.887118928572711,0.0001,0.0,15x15-10
1,0.05263157894736842,32.0,10.0,2.891059398651123,0.0001,0.0,20x20-10
2,0.08737864077669903,32.0,10.0,2.8873527190264534,0.0001,0.0,25x25-10
3,0.03339517625231911,32.0,10.0,2.8921945095062256,0.0001,0.0,5x60-10
4,0.06433823529411764,32.0,15.0,2.8883371493395638,0.0001,0.0,15x15-10
5,0.05639097744360902,32.0,15.0,2.889783368391149,0.0001,0.0,20x20-10
6,0.07766990291262135,32.0,15.0,2.8865181698518643,0.0001,0.0,25x25-10
7,0.04638218923933209,32.0,15.0,2.891787753385656,0.0001,0.0,5x60-10
8,0.0625,32.0,20.0,2.8870826328501984,0.0001,0.0,15x15-10
9,0.05451127819548872,32.0,20.0,2.8882858051973233,0.0001,0.0,20x20-10
10,0.06796116504854369,32.0,20.0,2.8870833481059357,0.0001,0.0,25x25-10
11,0.04823747680890538,32.0,20.0,2.890693748698515,0.0001,0.0,5x60-10
12,0.06801470588235294,64.0,10.0,2.889528512954712,0.0001,0.0,15x15-10
13,0.05075187969924812,64.0,10.0,2.892593171861437,0.0001,0.0,20x20-10
14,0.03300970873786408,64.0,10.0,2.8890403376685247,0.0001,0.0,25x25-10
15,0.0575139146567718,64.0,10.0,2.890948110156589,0.0001,0.0,5x60-10
16,0.05330882352941176,64.0,15.0,2.890084558063083,0.0001,0.0,15x15-10
17,0.043233082706766915,64.0,15.0,2.8904609415266247,0.0001,0.0,20x20-10
18,0.06019417475728155,64.0,15.0,2.887091212802463,0.0001,0.0,25x25-10
19,0.04452690166975881,64.0,15.0,2.89182366265191,0.0001,0.0,5x60-10
20,0.05514705882352941,64.0,20.0,2.8887732558780246,0.0001,0.0,15x15-10
21,0.06766917293233082,64.0,20.0,2.8892407947116427,0.0001,0.0,20x20-10
22,0.062135922330097085,64.0,20.0,2.887857516606649,0.0001,0.0,25x25-10
23,0.05009276437847866,64.0,20.0,2.891729646258884,0.0001,0.0,5x60-10
24,0.06433823529411764,128.0,10.0,2.8905828952789308,0.0001,0.0,15x15-10
25,0.05263157894736842,128.0,10.0,2.890784168243408,0.0001,0.0,20x20-10
26,0.062135922330097085,128.0,10.0,2.890925931930542,0.0001,0.0,25x25-10
27,0.04081632653061224,128.0,10.0,2.892156648635864,0.0001,0.0,5x60-10
28,0.07904411764705882,128.0,15.0,2.891661024093628,0.0001,0.0,15x15-10
29,0.04887218045112782,128.0,15.0,2.891631507873535,0.0001,0.0,20x20-10
30,0.05631067961165048,128.0,15.0,2.8853086471557616,0.0001,0.0,25x25-10
31,0.04081632653061224,128.0,15.0,2.8927423000335692,0.0001,0.0,5x60-10
32,0.05698529411764706,128.0,20.0,2.8890395641326903,0.0001,0.0,15x15-10
33,0.06203007518796992,128.0,20.0,2.8907613277435305,0.0001,0.0,20x20-10
34,0.07572815533980583,128.0,20.0,2.88784441947937,0.0001,0.0,25x25-10
35,0.04081632653061224,128.0,20.0,2.8940083980560303,0.0001,0.0,5x60-10
36,0.08823529411764706,32.0,10.0,2.874718862421372,0.001,0.0,15x15-10
37,0.06390977443609022,32.0,10.0,2.878520783256082,0.001,0.0,20x20-10
38,0.07184466019417475,32.0,10.0,2.8768700992359832,0.001,0.0,25x25-10
39,0.06679035250463822,32.0,10.0,2.8837397799772373,0.001,0.0,5x60-10
40,0.08455882352941177,32.0,15.0,2.8653962752398323,0.001,0.0,15x15-10
41,0.06766917293233082,32.0,15.0,2.868560791015625,0.001,0.0,20x20-10
42,0.05436893203883495,32.0,15.0,2.8791533498203052,0.001,0.0,25x25-10
43,0.06493506493506493,32.0,15.0,2.8776054242077995,0.001,0.0,5x60-10
44,0.1636029411764706,32.0,20.0,2.7375649564406452,0.001,0.0,15x15-10
45,0.17481203007518797,32.0,20.0,2.7414908970103546,0.001,0.0,20x20-10
46,0.06407766990291262,32.0,20.0,2.8314114177928253,0.001,0.0,25x25-10
47,0.137291280148423,32.0,20.0,2.7346423233256623,0.001,0.0,5x60-10
48,0.07536764705882353,64.0,10.0,2.882642242643568,0.001,0.0,15x15-10
49,0.07142857142857142,64.0,10.0,2.8851748042636447,0.001,0.0,20x20-10
50,0.06601941747572816,64.0,10.0,2.8820204734802246,0.001,0.0,25x25-10
51,0.0575139146567718,64.0,10.0,2.885711590449015,0.001,0.0,5x60-10
52,0.08272058823529412,64.0,15.0,2.8788184324900308,0.001,0.0,15x15-10
53,0.06015037593984962,64.0,15.0,2.8797397878434925,0.001,0.0,20x20-10
54,0.05825242718446602,64.0,15.0,2.885270675023397,0.001,0.0,25x25-10
55,0.07977736549165121,64.0,15.0,2.8849021858639188,0.001,0.0,5x60-10
56,0.07720588235294118,64.0,20.0,2.876208437813653,0.001,0.0,15x15-10
57,0.07142857142857142,64.0,20.0,2.8766586780548096,0.001,0.0,20x20-10
58,0.07378640776699029,64.0,20.0,2.8726403978135853,0.001,0.0,25x25-10
59,0.061224489795918366,64.0,20.0,2.8830072614881725,0.001,0.0,5x60-10
60,0.06801470588235294,128.0,10.0,2.887648010253906,0.001,0.0,15x15-10
61,0.07142857142857142,128.0,10.0,2.886661195755005,0.001,0.0,20x20-10
62,0.06796116504854369,128.0,10.0,2.886189031600952,0.001,0.0,25x25-10
63,0.06493506493506493,128.0,10.0,2.889056158065796,0.001,0.0,5x60-10
64,0.07904411764705882,128.0,15.0,2.8849048614501953,0.001,0.0,15x15-10
